uid,steps_per_day,avg_heart_rate,heart_rate_variability,sleep_duration,sleep_quality,screen_time_min,phone_unlocks,ambient_light_exposure,time_outdoors,avg_noise_level,calendar_busy_hours,study_focus_time,social_interactions,exercise_minutes,caffeine_intake_mg,hydration_liters,commute_minutes,study_breaks,screen_time_night,mbti_type,self_reported_stress,self_reported_mood,motivation_level,academic_pressure,social_support,stress_score,anxiety_score,mood_score,burnout_risk
11,6341.455767968844,88.17394065634326,35.88660203446539,6.887636573512995,3.522630852676869,511.79861691692395,53.531989322384284,243.31031878527568,92.71623209892329,63.41753920713539,6.843872756015234,3.310016442808674,2.2769683959232907,71.96065486182366,118.2372568126595,2.1019683588535996,42.730951238953885,7.312892542449478,154.0686178317535,ESTP,3,5,2,3,4,1.666954854928529,2.4748924810743618,1.4703151948283955,0
12,6335.675616074358,76.975996046924,48.55912832150678,8.590955977050628,2.0944369461437136,408.0257376207039,66.16341267351778,222.57480696294718,135.8613774806536,47.01674060331097,6.702819873525309,2.8060538144467384,5.0750866486537305,20.056055433516136,313.54250401155673,3.2329776366354586,31.4643887213065,8.46142363270082,197.43168473932852,INFJ,1,1,2,5,2,1.4842529477061508,3.5973062126496567,1.0,0
13,8104.905678915085,95.75260872625266,48.46286475319053,5.4554037176989,2.5150068741829847,321.0540385877777,59.99026046006957,289.82536665426676,103.18624611257292,34.79152993427265,2.3684051835637177,2.7995584054098432,2.206943041046971,13.701943488163685,60.53101914560877,2.854895727426042,1.380510908885647,8.933343466808227,199.2181129617915,INFP,5,1,3,1,5,3.2656728395051107,2.4753558095310697,1.0,0
14,2716.7993883555055,68.10812181910433,45.901453483367035,5.323458177864411,3.698680009547407,291.4780019646819,82.35448868803688,278.5664761146418,106.64886904083134,61.4880876167959,4.0680980438558985,1.8349589205417842,5.193542218016489,93.15863514302835,75.72247727413784,2.988512369979345,11.412874642826138,7.596189031447648,67.9149517245451,ENTJ,5,4,2,1,5,2.9130318068537395,2.174889127996107,1.630707880416674,0
15,3187.705418717418,92.3596380316525,72.44212262897622,6.299680808384794,3.4209326581354436,329.19308845419914,66.97507858481897,195.27470106093918,87.3568089522674,57.86073533648835,6.645977184006643,4.412428520327236,3.537998164519742,28.551046808362223,132.7015023181263,2.7919841854080714,38.84332016662038,9.943460262998283,88.69078841447023,ESTP,2,2,4,4,1,1.788621258006387,2.7035837459068786,1.226079559444716,0
16,6094.281176897568,76.97910783462648,57.09260791840795,8.24605462122318,2.920875890364253,258.5883730469236,33.4672605075723,252.38587270466144,190.69124187084168,50.23054260618118,5.083083681127789,3.114777093365567,2.457490386287741,12.227199823196015,154.90000626566578,2.8677462029691885,22.12817063942743,13.606060583732004,75.3232045401677,ISFJ,5,2,4,5,1,1.4161139918005896,2.3937835203083395,1.0,0
17,4967.922199163941,68.48581996385552,56.03227738034084,5.176784709427789,3.0191662104880206,67.43005931371825,109.46405434979155,217.19228265723245,66.0244377134879,42.99372750348622,2.8526143076050716,2.7383340985720768,4.736814431488269,1.4486514557042407,233.84698339601036,1.887150724051809,2.7673982057620474,4.430072407526309,59.70936368193541,ISTJ,1,3,1,3,5,2.4246977933975287,2.7289492930001296,1.0,0
18,8285.618331488186,70.16114165945679,29.942064533898698,3.6014132822673166,4.196167997159289,565.0613492641677,59.85833658345583,151.68536732319552,65.5860648470775,52.65256786527291,5.916635878250883,1.8788561201261929,2.0450921505537645,71.87758634522348,196.06163337490128,2.180838706787909,7.715713325394187,10.954080553896034,0.0,INFP,3,1,3,2,3,5.0,3.6931755755861193,1.01663268590959,1
19,5229.939811196972,71.7965269180568,69.53127045313839,6.458609369909201,2.9823074271307854,338.63899990392815,51.31649433446234,323.236859310108,237.25961395070655,58.05508515135224,3.5703854820170595,1.0021303344133705,4.776368081456425,36.46738713349852,126.69477941247779,1.7060508121858706,30.55240284066758,9.688634678425764,99.11513691898945,ISFJ,3,1,2,4,1,1.1673775104976607,1.943894223923903,1.6939143336905222,0
20,3969.2407466617706,79.24165946401916,41.41112407719791,7.662088959893104,3.4119087559709267,367.77767181470443,79.09813557638927,224.41593940240713,168.67085387925988,66.6587782370639,8.589049696784423,4.9619462888240164,3.9254522423835696,38.65725662334004,149.3347354785515,2.1737071816777798,34.91615421826445,9.615055318178825,22.86606437733338,ISFJ,1,1,5,3,5,1.0354612101754674,2.278278646606482,2.0616725688419284,0
21,11164.121922303884,80.228354880355,60.89898945399492,8.440314099686596,5.0,313.05107001477097,61.2362736482518,383.89666061590805,0.0,61.8863108156798,8.089682924836517,3.8319580621977107,2.3073506218161586,41.019957210334006,134.47496641722398,2.7104629945608445,20.267829522232617,12.487378279496363,97.94968710794036,ENTJ,2,1,4,5,2,1.2186888040977837,2.6236108319491542,1.6451214461719945,0
22,6935.559248783661,69.26299996061421,64.16065406937288,6.4442063654975215,2.076317363116077,231.78598391304942,64.98070482348318,89.96061838401339,76.08447564737578,76.0806724717273,6.208194852711134,0.5641232361450492,4.5572696306691185,70.32357211674453,86.8277011739416,2.380749970887348,57.129707014041536,9.197189700868634,226.9462485737791,INFJ,3,5,3,3,4,1.0,1.535245685369623,1.0,0
23,7668.8205117198095,74.75645407739017,80.40987893757976,6.506288071460797,1.6481572684253414,297.68906228614753,117.30459996501718,175.45769817253068,1.2806397462767505,49.64395943954606,7.722013409539548,4.144713451064486,4.593179451377278,40.51175415060199,88.96296507187027,3.086888491376177,32.36228545183458,10.920917047622812,69.43929422015748,ENFP,1,2,3,2,1,1.8813464075088278,2.2105779966855494,1.0,0
24,3938.129534466358,96.42270358611864,40.36769401321332,8.384680881106897,4.2835896647986065,128.07262853668266,48.12196429362383,222.6111069352697,52.958558395084694,68.81058892057433,5.129582700246762,4.383721755349664,5.815039211619915,103.60134447081566,242.23071131467276,1.6151505246636682,16.347783955506493,11.863458518284588,111.68644033768403,ISTJ,1,3,4,3,5,1.0,1.8773020530934355,2.4154116655398927,0
25,6139.043188687044,92.27543170100711,20.0,4.7563099603654955,2.8213569387058968,593.2503797663966,47.05597764956511,310.99048781031314,0.0,60.47298743128728,6.530874988750032,3.1865641834513942,5.432294024818592,48.34401435135573,13.746805765828842,2.6001430104189436,7.764409278509837,6.982539198477573,154.398903148557,ENFP,5,5,1,2,1,5.0,3.808167980643137,1.0,1
26,7777.306474274666,79.36323669674032,62.75774317130542,6.533775069780389,3.18176247225738,171.85856018931247,57.9144628003116,251.9575498081748,101.78062533836346,66.94669124118585,7.95544059060415,5.397166343627639,4.482548041452565,71.54461917395803,289.38869579560435,1.551018318878409,5.376735430414379,10.196733843255194,116.81747751795442,ENFP,5,2,3,2,2,1.0,1.9969199464709657,1.8096612856813374,0
27,4622.516056444243,75.380034781682,87.0076677226628,7.228508667910069,2.718843621868886,196.16404593833846,81.78789838952596,244.8378203344601,41.48349085032131,55.63485136734457,5.490997363588625,3.3250794631843243,1.2448180975824736,65.13099644761017,132.56046195182142,2.356505881504185,25.03131980720554,7.9968495711574725,117.54905127653777,ESTP,2,4,2,2,3,2.960155708403966,2.308895716064905,1.0,0
28,8439.24504586418,76.20031326718261,78.58419529409156,7.539062465542041,3.2401998592324874,267.16889547363195,17.33664924524002,129.81889659566824,113.5943154077863,70.7168037389059,4.489625656971433,0.8747647080762152,8.397173976348114,44.08881699354906,98.19931148862719,2.7442000535338873,12.668344326298897,8.469272881120418,78.25585397871518,ISTJ,2,1,5,3,5,1.0,1.8716535245020993,1.7814561514693166,0
29,5998.403275202988,81.13517972730416,63.14489122911939,6.388231968170941,5.0,474.5690869822853,5.861102713087369,127.4446882216423,12.492724467048513,62.952247583452426,1.5907560836457684,3.5477535015724815,0.6927675778563795,30.32572534948842,219.18074325578152,2.171298459905468,45.10615630975137,7.7117544140866725,86.08732149632604,ISTJ,2,3,5,5,2,4.54514090129511,3.404591752343029,1.0,0
30,6770.765625516808,64.77207434801595,52.62545721551929,7.04132921404701,4.302128458618119,321.7410799115185,40.32211823449631,245.8003728231924,114.9747111903224,53.2055501508225,4.833732948557012,3.367345952569094,5.3985263485646175,53.29909821416384,278.81732673176936,2.6306759624521736,41.99467704376789,10.884321616387545,42.39936866873029,INFP,1,2,4,1,4,1.0,1.621451664922125,2.334599334609655,0
31,5995.733469426507,72.42623462576655,72.10683894955966,4.014007175904413,4.362223511886977,171.66370447634452,14.15192602351782,110.87152049453132,85.10502331278036,59.87975971086812,6.6468463691246225,2.0950547268327675,4.3625676337725965,57.75246828018182,249.4105953283166,1.7241605991002396,29.49599821245841,9.326578836073015,150.76270053336447,INFJ,1,4,3,1,5,3.1936624351111456,2.541274441446874,1.0,0
32,12130.695461272344,58.3141592612241,45.39680700443297,6.210101905199382,2.0837729442073547,470.52060329088073,44.37921631185904,177.4497799768537,200.11717791131576,57.60444141062901,6.891266855135259,3.8603382553161376,1.1517152550377712,30.68534879683682,200.14816394879125,1.3017860130821701,2.3150574056465656,10.578176137266697,0.0,ENFP,5,1,5,3,4,3.579474764750111,3.8443505606427335,1.0,0
33,7466.256938155165,78.9922312260528,67.14536654034329,7.544210455065361,2.3488462634471308,407.72007521425775,67.56249240323226,260.0733863268686,194.68141170473749,64.89178350637793,6.0087301314368196,0.49850210071370704,3.251398122243003,49.158471648766394,246.94907917774688,2.6342177734926815,9.916716911713925,8.929930548417007,158.26530030293213,ENTJ,3,4,3,5,3,1.0082647493492858,2.4319765167019076,1.4185236230812426,0
34,4855.72267761025,81.4719593970274,67.5820523874994,5.821247158894384,1.0,384.6121948659743,32.731278411193415,141.41405821785793,157.12073618061697,48.202232506254916,3.9174018100755204,4.485850241164184,3.34249422751072,75.9051244564899,22.680193828490722,3.3464061404454393,38.835162886116514,2.5835159501187004,15.778096915285452,INFJ,2,4,4,1,5,3.295898531210598,2.132803262985528,1.0,0
35,9556.362280257972,70.16813537700627,75.90314861248319,7.070781065907517,2.690619178917246,405.88810894050084,19.32933558046644,348.4284769889445,90.40317316032724,59.706482978843056,1.046356862104819,1.6828174445918211,6.111165431621047,96.74869347674196,118.25355668094814,1.7023730358980644,11.55400700307347,9.125473664398834,157.75643644459913,INFJ,4,5,1,2,5,1.0,1.654300635644215,1.2374163794972015,0
36,4447.890875072444,90.73986763290033,100.0,7.536247000963237,4.456703186385658,607.3234280698941,56.7334290428837,317.9149075390312,229.12282371561759,63.953072526493315,4.00956980399053,1.5225808123244513,2.073378199439577,66.35923300873553,87.10639519801244,3.033316508064077,36.83212600879286,9.254151820627268,78.77094842726913,ENTJ,2,4,5,3,2,2.13155606876308,1.5701336674159272,2.490382141008201,0
37,8022.158987511889,62.74234336997659,65.88623950768151,6.588940958970682,4.016946515748371,582.2113874043334,76.56358711537926,94.28640013293597,16.817883329610762,60.33023307193033,4.391310257892097,2.8292628415387844,2.9761099871512924,91.56899215950706,257.97109849721403,2.3260540452898466,27.119058845521415,9.970383748613841,26.087878712015183,ESTP,5,5,2,3,1,2.2614589143981005,2.6833857207125043,1.5672577300579356,0
38,2600.824690300561,60.3562511979018,52.36554561438752,7.204556525195885,3.278486737047876,237.59415883960457,12.625664037084684,145.41030054544103,25.786482226180244,73.46941244388996,4.374142065619972,3.6494593920654537,0.0,29.265644719838605,129.32175848608907,1.4985850869841542,20.77576827219781,6.625083225257033,134.75791870477818,ENFJ,1,5,4,4,5,2.850847179363697,3.094506510816319,1.0,0
39,4179.534877753924,77.24451818559972,59.616385317120084,5.844720921658466,3.477699716281947,514.8661991373383,75.5058099576496,37.137820440404,104.97301400665611,67.74022774071052,6.237112713955849,3.2458860953901443,6.969525586247155,62.54705630148235,227.63252454256443,1.6210968191887023,9.457507805968383,4.218121133337952,155.72605210454648,INFP,5,4,1,4,3,4.179807664383242,3.6602138666835593,1.0,1
40,7992.153089672809,85.47098302612154,33.46386142666323,6.752066464364744,2.811114457424594,365.98018277106803,75.43265509345815,157.39269099614935,245.24228653526714,59.925192032592534,8.97135282202968,1.8860112513414327,1.3590635139598577,78.4629877145318,202.86855539909104,2.3094708640163897,18.586342347128728,11.498426579577112,73.71528111378778,ENFP,5,2,2,4,5,3.8920286039006786,4.089253330440189,1.3629243732689558,0
41,9346.166449988526,91.83927691457869,49.579303033664125,7.732259403507067,3.704758882401784,379.8914979365299,78.8521275539157,281.31107812579194,97.85966558779475,62.16689097497673,5.247058403682186,2.240866063212167,4.15382172847835,22.591666675700104,91.01544510690552,2.057322627245538,22.84471932312347,7.905573773863324,143.23663292073599,ISFJ,5,4,2,5,5,1.3519407435890254,3.198514822230429,1.272453738872472,0
42,7928.420702974926,70.4111573713106,53.86076342830344,7.188367553162121,4.2658782794806145,116.92750020280057,85.46200537179216,186.88840461801144,99.00528540744308,62.95665551481999,4.5665364216870765,1.300436478933807,3.297184340556272,32.86024719887477,113.04334320189724,1.5122522139450565,35.48808347451683,9.684976190739983,0.0,ISTJ,4,4,5,3,5,1.0,2.032124669234901,2.288161884807595,0
43,7210.879294029399,85.78680833431295,52.138674030981115,6.2961624765232775,1.8841132125895272,299.5537081534165,110.0503481164904,256.8637794892774,23.48537863329145,64.03299604166824,4.481556373991815,2.662980147555195,3.30399806643332,88.44761904588125,263.50541526517804,1.2835764312647568,6.71396599049368,7.874159680446818,20.764222615203963,ISTJ,4,2,3,4,5,1.0,1.9836129369818434,1.1547735841100863,0
44,6747.240761026778,74.61491530499293,62.28532308050583,7.269059685148951,3.799647687837348,222.4611691596122,46.09769878452362,98.21325453746047,166.7557751162227,41.74342004335392,5.2487695338154285,4.612531821766365,5.1197239697417505,20.622528605326504,97.96138810524693,1.7919684032440961,16.057747362108273,8.975752696905621,177.54453582812374,INFJ,2,1,4,3,3,1.0,1.637331867883822,1.3304878315982875,0
45,3803.6950240814317,73.2737270005918,47.66370101426699,7.857531748763941,4.432434870954667,419.3670577871971,57.73928950194645,283.8380203665524,167.19057525976123,56.98473704230653,3.3434124793032023,2.993605593534186,6.84252492060727,11.471749183607232,169.9894088156383,2.416285404998671,20.672346978984272,7.202858608256767,86.57984354812503,ENTJ,1,3,2,2,2,1.3276489590828287,2.440203269460376,1.4491583343090118,0
46,5700.389479013228,83.83659937486672,76.81546000986707,4.540070465707027,3.0848997110366305,448.5296600483366,44.58903916879936,175.591261765732,157.3445120839946,45.15560931806574,5.24039711749211,4.28912138213918,4.002987339883983,83.19953934098778,97.3966970938844,2.296159548438117,29.940175365292465,5.127665643384688,0.0,INFP,5,1,5,4,1,5.0,3.662540308259138,1.279092384923306,1
47,6348.403072600531,81.52322878413419,60.00310597377296,8.390888877947077,4.200700612120584,71.06163787804263,55.04942111889527,220.9735745826324,72.24675962915826,72.78280947459487,5.9016246726635995,5.183102006589287,4.810156035261052,74.91908062451097,134.88382504673115,1.9992572254999528,6.373034937158347,10.894926643074628,58.06802917348038,INFP,3,4,1,3,3,1.0,1.6596379422290186,2.173583297553406,0
48,10142.805565547289,59.236078430157505,59.8604951829206,6.596494313582713,5.0,317.35581631948753,93.3218338909078,212.57003988855578,67.59759389761966,59.391504799970726,5.419372127148976,2.1179722214445493,4.157783073454082,55.803006099594235,156.30704448240226,2.4211323165748895,0.25145310669177356,6.58751964709552,44.59597164849516,ENFP,2,1,2,5,3,1.0,2.683456699813491,2.4571195803508368,0
49,8359.045723921154,89.76540349725896,55.081579252306234,7.510587919888276,3.395657207013108,454.62338057531025,21.37463790173328,118.27611832861729,32.41266497570177,58.06659050320377,5.915083868009562,2.720140120416953,5.535062847861253,43.85723113385431,97.3706791762007,2.9240160319176125,30.109477275650747,9.655805923579242,90.04229611162452,ENFP,2,3,1,5,4,1.5856848585720424,2.5479416310278054,1.0598256648594258,0
50,3092.399611593165,88.80091354147451,62.32786025788469,8.436696308374273,3.893307050005324,297.5985245223866,33.47375819586061,127.75325346081742,115.03235010565602,68.96797332033235,5.867495218697071,6.256789291593742,2.5741672410273457,34.03688735987545,83.16424368128948,2.5364759062604887,0.0,10.64184088760831,77.75494097154116,INFJ,5,1,4,5,1,1.1574931652425278,2.4064708439256925,1.5368500910017922,0
51,8310.209923486987,68.7443729849047,72.37647397001452,5.353991563323441,2.7619429163386084,407.48763740028375,89.42952341261403,297.4235575202741,45.1755602432899,64.22324797449875,1.4562066355071126,5.166515117969918,5.6507811088328275,52.048721845226275,182.9018669421954,2.2272147971662513,39.27469572143252,6.652749137587673,110.73590373628964,INFJ,2,3,5,4,2,3.839058420057244,3.132885835631583,1.0,1
52,6537.294298959208,78.95803533437409,46.9930467643365,6.148670797086944,3.6812511626020505,362.1398561152501,80.50091267255225,251.91937260013566,39.35500968504268,48.71365485620793,6.273740316790806,0.4913932112814712,5.720999731294768,84.49517393503875,92.42100729670591,2.856843203996413,17.66110853775638,4.18445746250806,95.83203690324552,INFJ,5,1,1,5,2,1.7434155953408565,2.7658983561546298,1.5982909662496045,0
53,5807.694999235103,79.94030186282738,50.12825266387115,6.653741564949154,3.960271624982304,360.99922783431515,45.92170882957305,304.0039233242741,84.57855698535944,59.29094637472631,3.6579703086750928,3.5807224740913597,5.66507401736582,50.9641531535519,95.14739554410619,1.724089818670223,0.0,18.70434245541221,181.58435530222113,ENFJ,2,5,3,1,4,1.0,1.494259992776519,1.6881773819707169,0
54,9029.19072210217,77.60673765823907,55.44410956835003,6.059495774650686,3.6948423402701382,287.4422026318043,76.360050028018,245.97265884020146,80.65062948894703,56.64833026773615,2.808321673992084,3.000839988509543,2.179704265327048,99.17398168117414,84.87574850384235,2.165048276266789,12.793696708947587,6.888912496218296,125.47291598318014,INFP,1,4,1,2,4,1.0,1.6408930518644336,1.9056625803182172,0
55,10077.498806239877,69.4969484615458,39.811936147901775,9.08192389100417,2.4803046802911433,174.01030350371485,63.53039606230083,231.4392507847373,77.72128827068269,42.55467111393946,2.7910963442900076,4.2396796662881435,3.163324731525618,22.551450358994238,153.76735629349452,2.179347238639779,25.68685449603856,11.493668634404633,127.46029667161515,INFJ,2,3,1,3,3,1.0,2.3343265893396166,1.0,0
56,9828.200297790496,68.28376632061948,47.71113210417753,5.971873487407849,3.706361771325451,185.4163823089967,92.5068652250247,81.91915050665868,137.98667581041568,53.09723766762795,5.867083220945059,1.882531848772417,3.97893397756087,44.507981141793266,235.4961307519873,1.5578280449342927,12.009483686675331,16.757854198280498,169.90942743367128,ESTP,2,4,5,1,2,3.612091975793367,3.02090924270441,1.0,1
57,5401.956191943404,74.74445929008554,52.85668689683012,6.3333438646157605,4.962195938717636,405.1223017346381,56.86273984566932,198.37066425910643,114.74286812901676,58.16459677983534,4.5548501455502945,1.7405874419389917,0.7583159103419885,35.673533308402114,280.52229090498133,2.048075502629385,20.300446232365214,12.159630987415573,76.6738749742251,INFP,3,5,5,4,2,4.2486604217803166,3.7725505484970947,1.0,0
58,6726.969060371964,86.72729019259364,73.11583771069091,7.245266837923572,3.948635764514527,322.33499066226597,80.64080284681455,217.80925436770048,92.71063816933294,58.850490685081574,1.636062432029179,1.9858939270595857,6.6898404161720295,17.87146142094168,101.92655312049772,1.055024191462818,31.101175485579297,7.798228764689794,24.28735339849089,ISFJ,1,1,2,3,2,1.0,2.148618562311543,1.92074786012921,0
59,8328.15857850891,80.43600154594432,63.93841993502888,5.557420568708693,4.461987189071841,303.378530647133,121.0502977623155,376.24857586180593,120.98077569868893,45.17768576322691,5.956075630384567,2.1421071807023506,3.475446932995648,41.172906674758615,332.02486346649687,3.447306828597772,16.967144969185707,8.731534449859554,172.41821947793494,ISTJ,1,4,1,3,3,3.3787612648253678,3.304566375093363,1.0206426553360064,0
60,9938.862817805897,71.29385667913894,62.90384867051317,6.525183145892483,3.262988029987372,269.1331949213177,69.95247887618666,274.95653056789416,50.50837753372207,71.51665583047476,2.120783738402346,4.222986250213522,4.067855775209443,55.43323254151099,79.62361114345633,1.7375517269382121,5.944134853007997,5.669571121044607,108.15050488648674,ISTJ,1,1,1,5,2,1.0,1.9753615952816044,1.0,0
61,6302.064405386775,82.71698710648344,72.76346943251959,7.38094391350021,4.24990023942371,283.3773385423098,56.23320414487109,342.88489453676226,116.31671743458068,58.97896941108561,5.279642717036422,1.2281982402766798,2.345991120545594,58.10575449880075,246.68388186622957,3.2516684788527868,15.515240039422386,12.52678570783097,108.3610724739357,INFP,2,1,5,3,5,1.0,1.4474099322806118,2.128699278401392,0
62,7035.852558340457,55.0,57.93942317400905,6.600567514740987,3.779267838216526,445.62941533857673,73.06117463052449,267.80301647157825,119.03614957067802,60.37553076660563,5.476997851346108,2.0660791500610216,0.8462448812659544,99.2613044736139,102.2642836787646,2.3228507034316954,41.2226020468889,11.265082832234754,62.00020470818582,ISFJ,4,4,3,3,4,3.404668999762513,3.0183993748620144,1.8477991502408846,0
63,4734.162564984929,86.48765700372104,65.85697274893334,6.887935769320062,2.549089270312768,279.77071017583677,45.867978544902876,163.09574184404164,19.817188438551163,64.00641638339836,6.77115416339009,0.3164814142478378,2.291940229050458,56.611686743088995,90.32613841039917,2.638918479293575,45.27596517999776,6.942296726953027,62.98868001378535,ISTJ,2,3,5,2,4,1.0,1.3145829323420117,1.0,0
64,4509.483439798323,57.602862212219,58.451673706012556,6.364801465061955,3.8185210047988747,159.07223440381176,114.6991926381183,229.3699372919881,169.74162526222173,52.11923746096329,8.563369572933702,4.51067673511856,3.938408375267177,73.7534200919904,100.41950745724891,2.0067201209894407,0.0,4.831300771606222,150.80334032625063,ISTJ,5,3,3,4,4,1.0,2.300841936913977,1.7618481478260029,0
65,9531.314555985495,71.37559058596868,63.980435240994424,5.182635628983079,2.5083033365596896,409.2382130648208,59.50177594239954,238.89789170113863,57.113977686380274,64.56355973132696,2.2706473481989167,4.9065451491467105,4.846857625507387,46.6523561574744,155.80418402807047,2.4247578151770046,36.36541863787215,3.7150650493452337,159.07934788825662,ISTJ,3,4,5,1,4,3.3451293860094076,2.5097755231107426,1.0,0
66,10890.600071427058,63.803301053738565,51.25862013582627,7.3859118536070865,2.867119725115208,295.41480033623395,48.17666699436218,144.86755441834546,115.4185879523861,56.32925353981817,4.895052287873901,2.50938985370432,3.8235830812054403,86.95139001131488,206.39777368268884,2.6902937839930616,23.752215740530342,12.946056015216804,147.0294043447995,ENFP,1,3,4,5,5,1.0,3.6808888182278596,1.8866065254689208,0
67,7319.974696049166,62.053185242790946,23.417742625853563,9.10591968597669,3.689328307292374,323.7675038639332,34.10777487449909,189.24900987256632,179.8647044321162,51.03414459352808,4.447329409911565,2.5530759527801656,4.193448032483901,104.96123213970174,213.58944303238576,2.6987314486365093,33.85974018680225,9.481492515822243,147.5776963267285,ISFJ,5,2,1,2,1,1.0,1.9925426909417794,2.1360144717084824,0
68,10008.83224473006,86.6082678737852,57.985812567205436,7.022081956940125,3.797244273380124,512.9093967679413,82.43050479016097,203.53864050582624,165.54060546283216,65.734474933554,5.867499371921925,3.679832853424346,2.8259472506372463,58.27712827439874,84.48119877216894,2.764864034044614,11.742676095985557,9.859938145331004,134.14177223558553,ENTJ,5,1,3,1,2,2.372282878972849,2.2655285703584194,1.1109056095074807,0
69,8404.090062619085,70.32298798688109,81.34122204149911,7.270316940697059,2.3107675349228707,317.53273311793913,76.67968532069347,348.44958660520945,112.06000331413013,74.91673858801808,5.431337541867237,5.211723011067384,4.492497132490857,20.183524613710468,80.82725699909851,2.079000373976494,0.0,5.708205496550571,107.89136380468938,ENFP,4,4,4,1,4,1.0,1.0,1.0,0
